animal_id,state,agro_climatic_zone,species,breed,breed_type,age_months,body_weight_kg,parity,lactation_stage,days_in_milk,pregnancy_status,basal_milk_yield_kg,basal_milk_fat_pct,basal_dry_fodder_kg,basal_green_fodder_kg,basal_concentrate_kg,basal_mineral_mixture_g,basal_total_dmi_kg,basal_feed_cost_inr,rec_dry_fodder_kg,rec_green_fodder_kg,rec_silage_kg,rec_concentrate_kg,rec_mineral_mixture_g,rec_total_dmi_kg,rec_feed_cost_inr,daily_cost_saving_inr,post_balancing_milk_yield_kg,post_balancing_milk_fat_pct,daily_net_economic_gain_inr,ration_balanced_status,study_source
NDDB_RBP_03188,Madhya_Pradesh,Central,Buffalo,Mehsana,Buffalo,66,479.5,2,Late,273,0,12.82,7.26,9.1,11.4,3.0,30.0,13.17,173.73,7.6,15.0,8.0,7.6,50.0,19.24,319.6,-145.87,14.07,7.45,-87.68,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03189,Tamil_Nadu,Southern,Buffalo,Mehsana,Buffalo,78,504.7,2,Mid,98,0,8.48,7.35,9.3,19.4,3.1,30.0,15.04,195.43,7.0,23.7,0.0,5.4,50.0,15.9,249.04,-53.61,9.56,7.52,-6.07,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03190,Punjab,Northern,Cattle,Gir,Indigenous_Zebu,91,413.9,4,Late,210,0,13.13,4.6,8.0,15.2,4.4,20.0,14.2,209.44,7.1,19.0,8.0,6.5,50.0,18.6,296.05,-86.61,14.38,4.88,-23.0,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03191,Punjab,Northern,Cattle,HF_Cross,Crossbred,74,453.9,5,Late,232,1,23.73,3.97,6.8,17.0,3.6,0.0,12.76,182.0,6.1,22.7,0.0,10.7,50.0,19.66,377.89,-195.89,26.65,4.29,-50.82,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03192,Tamil_Nadu,Southern,Cattle,Tharparkar,Indigenous_Zebu,30,408.9,3,Early,18,0,8.74,4.4,6.5,16.6,2.8,30.0,11.69,160.47,5.5,20.6,0.0,4.7,50.0,13.3,212.77,-52.3,9.96,4.69,5.61,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03193,Andhra_Pradesh,Southern,Buffalo,Jaffarabadi,Buffalo,46,554.5,6,Mid,127,1,14.38,7.42,5.8,10.7,4.0,0.0,10.96,171.04,4.7,15.2,12.0,8.4,50.0,18.67,333.09,-162.05,15.49,7.71,-101.9,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03194,Tamil_Nadu,Southern,Cattle,Jersey_Cross,Crossbred,85,451.8,5,Early,87,0,14.12,4.18,9.2,11.1,2.7,0.0,12.93,163.62,7.9,14.6,0.0,6.8,50.0,16.15,272.17,-108.55,15.3,4.44,-47.8,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03195,Haryana,Northern,Cattle,Tharparkar,Indigenous_Zebu,53,370.3,6,Early,69,0,10.26,4.78,7.6,15.5,4.3,0.0,13.81,202.9,6.2,21.3,12.0,5.3,50.0,18.45,277.16,-74.26,11.09,5.05,-30.74,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03196,Karnataka,Southern,Buffalo,Mehsana,Buffalo,30,542.2,2,Mid,177,0,11.23,6.97,6.2,10.8,3.6,0.0,10.98,163.86,5.1,14.6,8.0,6.8,50.0,16.19,279.17,-115.31,12.35,7.26,-58.42,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03197,Madhya_Pradesh,Central,Cattle,Sahiwal,Indigenous_Zebu,104,434.6,5,Late,285,1,14.64,4.29,6.3,10.4,4.0,30.0,11.35,176.53,5.6,12.7,0.0,7.1,50.0,13.97,258.54,-82.01,15.94,4.61,-12.21,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03198,Tamil_Nadu,Southern,Buffalo,Murrah,Buffalo,47,564.7,3,Late,236,0,15.22,7.15,9.4,12.6,3.1,30.0,13.77,181.22,8.3,15.4,0.0,8.8,50.0,18.47,328.93,-147.71,17.38,7.31,-54.51,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03199,Andhra_Pradesh,Southern,Cattle,Jersey_Cross,Crossbred,57,416.8,4,Late,268,0,21.88,4.33,8.6,10.8,2.6,30.0,12.24,158.26,7.4,14.4,0.0,10.0,50.0,18.54,351.18,-192.92,23.82,4.58,-95.38,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03200,Gujarat,Western,Buffalo,Mehsana,Buffalo,85,550.5,5,Late,217,0,12.51,6.87,8.8,11.6,5.7,0.0,15.37,239.72,7.5,15.7,0.0,7.5,50.0,16.64,289.79,-50.07,14.38,7.18,38.82,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03201,Punjab,Northern,Buffalo,Murrah,Buffalo,80,514.9,4,Mid,163,0,15.14,7.55,7.5,11.5,3.5,0.0,12.2,172.55,6.4,14.3,8.0,8.8,50.0,19.1,340.26,-167.71,16.72,7.77,-92.96,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03202,Karnataka,Southern,Buffalo,Jaffarabadi,Buffalo,37,554.5,3,Early,77,0,11.32,7.99,6.5,19.3,4.3,0.0,13.58,203.01,5.4,25.6,12.0,6.9,50.0,20.03,322.22,-119.21,12.89,8.31,-43.05,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03203,Maharashtra,Western,Cattle,Tharparkar,Indigenous_Zebu,95,408.4,1,Mid,146,1,9.04,4.59,5.8,16.9,3.5,20.0,11.75,173.28,4.8,23.5,0.0,4.8,50.0,13.34,216.5,-43.22,9.92,4.95,4.5,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03204,Madhya_Pradesh,Central,Cattle,Kankrej,Indigenous_Zebu,81,472.3,1,Late,225,0,12.36,4.56,9.3,15.6,2.7,0.0,13.92,174.27,8.2,20.2,0.0,6.1,50.0,16.91,268.54,-94.27,13.22,4.79,-49.43,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03205,Madhya_Pradesh,Central,Cattle,Gir,Indigenous_Zebu,94,426.9,5,Early,54,0,12.21,4.53,6.5,12.0,3.9,0.0,11.76,176.55,5.0,14.9,12.0,6.1,50.0,16.81,274.88,-98.33,13.86,4.82,-19.55,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03206,Madhya_Pradesh,Central,Cattle,Sahiwal,Indigenous_Zebu,95,416.0,4,Early,68,0,16.94,4.59,7.0,19.9,5.5,20.0,15.23,240.88,6.2,25.5,12.0,8.0,50.0,21.72,356.6,-115.72,18.54,4.96,-27.48,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03207,Andhra_Pradesh,Southern,Buffalo,Murrah,Buffalo,49,495.6,5,Mid,97,0,9.95,7.01,8.6,20.7,4.5,30.0,15.93,229.44,7.7,26.0,8.0,6.2,50.0,20.27,308.15,-78.71,11.06,7.37,-20.6,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03208,Tamil_Nadu,Southern,Buffalo,Mehsana,Buffalo,62,480.2,2,Late,224,1,10.85,7.42,7.7,15.7,5.4,0.0,14.93,232.69,6.0,21.1,12.0,6.6,50.0,19.4,309.02,-76.33,11.41,7.73,-40.9,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03209,Tamil_Nadu,Southern,Cattle,Tharparkar,Indigenous_Zebu,90,429.0,1,Late,211,1,14.95,4.5,7.7,20.1,2.6,0.0,13.29,169.57,6.4,25.2,12.0,7.2,50.0,21.12,336.64,-167.07,15.83,4.75,-117.8,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03210,Tamil_Nadu,Southern,Cattle,Gir,Indigenous_Zebu,69,413.8,6,Mid,146,1,14.58,4.63,6.7,21.6,5.6,0.0,15.39,243.37,5.6,26.6,8.0,7.0,50.0,19.22,314.52,-71.15,15.91,4.9,-3.43,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03211,Haryana,Northern,Cattle,Sahiwal,Indigenous_Zebu,105,461.7,4,Early,66,0,13.99,4.32,7.8,21.7,4.9,0.0,15.77,233.64,6.7,27.5,12.0,6.8,50.0,21.49,333.55,-99.91,15.93,4.52,-13.45,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03212,Punjab,Northern,Cattle,Sahiwal,Indigenous_Zebu,77,457.4,6,Late,207,1,15.77,4.4,5.8,19.9,3.3,30.0,12.17,175.48,4.7,26.9,12.0,7.5,50.0,20.2,335.43,-159.95,17.3,4.73,-78.97,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03213,Andhra_Pradesh,Southern,Cattle,Tharparkar,Indigenous_Zebu,91,373.3,5,Mid,118,0,11.63,4.5,6.6,15.8,3.9,20.0,12.61,187.26,5.7,22.2,0.0,5.9,50.0,14.88,248.99,-61.73,12.8,4.76,-3.96,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03214,Tamil_Nadu,Southern,Cattle,Tharparkar,Indigenous_Zebu,106,384.1,6,Mid,180,1,8.62,4.67,5.9,19.0,4.7,0.0,13.34,208.25,5.1,22.9,0.0,4.6,50.0,13.31,212.23,-3.98,9.17,4.86,23.89,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03215,Madhya_Pradesh,Central,Cattle,Kankrej,Indigenous_Zebu,90,411.3,2,Mid,162,1,13.49,4.48,9.0,15.7,3.9,0.0,14.75,203.44,7.3,20.4,0.0,6.6,50.0,16.59,275.23,-71.79,14.57,4.84,-9.77,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03216,Andhra_Pradesh,Southern,Cattle,Kankrej,Indigenous_Zebu,75,411.1,2,Early,31,0,11.36,4.5,9.0,18.9,3.1,30.0,14.67,192.08,7.3,24.1,0.0,5.7,50.0,16.52,259.97,-67.89,12.95,4.81,8.59,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03217,Maharashtra,Western,Buffalo,Murrah,Buffalo,83,601.3,6,Mid,186,0,16.86,6.81,9.1,17.9,6.0,30.0,17.17,266.03,7.1,22.5,12.0,9.6,50.0,23.37,398.35,-132.32,18.18,7.05,-64.71,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03218,Maharashtra,Western,Cattle,Jersey_Cross,Crossbred,57,451.4,4,Mid,161,1,18.07,4.12,8.8,10.2,3.4,0.0,13.02,176.84,7.9,13.5,0.0,8.4,50.0,17.37,311.35,-134.51,19.98,4.37,-41.95,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03219,Andhra_Pradesh,Southern,Cattle,Jersey_Cross,Crossbred,83,427.7,6,Late,247,0,15.03,4.32,7.0,21.4,4.8,20.0,14.9,225.98,5.3,29.2,0.0,7.2,50.0,17.09,295.19,-69.21,15.84,4.69,-14.99,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03220,Haryana,Northern,Buffalo,Jaffarabadi,Buffalo,43,614.9,2,Early,71,0,12.17,7.0,5.9,11.5,3.5,30.0,10.76,162.95,4.6,15.1,0.0,7.3,50.0,13.73,261.52,-98.57,13.7,7.3,-23.99,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03221,Madhya_Pradesh,Central,Cattle,Gir,Indigenous_Zebu,79,454.5,6,Late,231,0,13.25,4.45,8.8,19.5,4.3,20.0,15.69,222.3,7.8,23.5,0.0,6.5,50.0,17.57,283.2,-60.9,15.11,4.71,25.49,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03222,Punjab,Northern,Cattle,HF_Cross,Crossbred,42,495.8,5,Mid,105,0,26.15,3.81,7.2,15.9,3.5,30.0,12.81,182.38,6.1,22.1,0.0,11.7,50.0,20.44,402.57,-220.19,28.93,4.17,-72.89,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03223,Haryana,Northern,Cattle,Red_Sindhi,Indigenous_Zebu,40,377.0,2,Mid,95,0,10.39,4.84,7.5,20.1,3.4,30.0,13.83,191.27,6.4,25.9,0.0,5.4,50.0,15.8,249.38,-58.11,11.84,5.07,7.88,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03224,Tamil_Nadu,Southern,Cattle,HF_Cross,Crossbred,33,527.6,6,Mid,192,1,23.2,3.83,8.4,17.6,4.7,30.0,15.31,226.32,6.6,22.0,0.0,10.5,50.0,19.79,374.9,-148.58,26.24,4.17,2.63,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03225,Karnataka,Southern,Cattle,Tharparkar,Indigenous_Zebu,98,374.4,6,Late,254,0,8.82,4.41,7.2,14.1,4.9,30.0,13.71,214.82,5.8,18.3,0.0,4.7,50.0,13.11,209.96,4.86,9.56,4.68,43.3,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03226,Maharashtra,Western,Cattle,Sahiwal,Indigenous_Zebu,51,421.7,6,Mid,147,0,11.09,4.41,6.3,14.5,5.2,0.0,13.25,214.35,5.1,18.1,8.0,5.6,50.0,15.81,255.67,-41.32,11.89,4.69,2.4,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03227,Punjab,Northern,Buffalo,Murrah,Buffalo,64,587.5,1,Late,221,1,12.65,6.87,9.2,18.3,4.7,0.0,16.17,231.46,7.2,22.5,0.0,7.5,50.0,17.73,302.5,-71.04,13.45,7.2,-22.89,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03228,Maharashtra,Western,Buffalo,Murrah,Buffalo,104,572.4,6,Mid,184,0,16.34,6.83,5.8,17.8,3.9,0.0,12.29,184.06,4.4,24.2,12.0,9.4,50.0,21.1,376.64,-192.58,17.88,7.02,-120.47,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03229,Punjab,Northern,Cattle,HF_Cross,Crossbred,41,465.6,3,Mid,154,0,27.53,3.73,7.9,10.4,3.0,0.0,11.89,160.13,7.1,12.9,8.0,12.2,50.0,22.51,430.83,-270.7,29.82,4.06,-144.32,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03230,Haryana,Northern,Cattle,Tharparkar,Indigenous_Zebu,53,418.0,4,Mid,159,0,12.03,4.41,7.4,17.5,3.9,0.0,13.67,195.4,5.9,23.8,8.0,6.0,50.0,18.03,284.61,-89.21,13.24,4.73,-26.28,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03231,Tamil_Nadu,Southern,Cattle,Red_Sindhi,Indigenous_Zebu,37,414.3,3,Late,241,0,13.73,4.72,9.4,21.3,6.0,20.0,18.12,274.96,7.5,26.9,0.0,6.7,50.0,18.16,293.63,-18.67,15.15,4.95,49.23,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03232,Tamil_Nadu,Southern,Buffalo,Murrah,Buffalo,73,579.1,1,Late,268,0,9.45,7.58,5.8,15.3,3.9,30.0,11.79,180.96,4.9,21.0,8.0,5.9,50.0,16.48,268.35,-87.39,10.01,7.91,-52.9,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03233,Punjab,Northern,Cattle,Sahiwal,Indigenous_Zebu,75,474.4,6,Mid,197,1,11.59,4.35,5.6,20.5,4.0,0.0,12.74,191.1,4.4,25.9,8.0,5.8,50.0,16.92,272.78,-81.68,12.6,4.65,-28.18,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03234,Haryana,Northern,Cattle,Tharparkar,Indigenous_Zebu,93,404.6,1,Early,81,0,9.33,4.76,8.9,16.7,5.9,0.0,16.66,256.89,7.7,22.4,12.0,4.9,50.0,19.66,280.43,-23.54,10.07,5.01,14.65,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03235,Andhra_Pradesh,Southern,Cattle,Jersey_Cross,Crossbred,68,433.8,1,Mid,105,0,13.62,4.02,8.3,21.9,3.7,0.0,15.18,206.63,7.3,29.4,0.0,6.6,50.0,18.39,295.03,-88.4,15.43,4.33,-0.49,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03236,Madhya_Pradesh,Central,Cattle,Red_Sindhi,Indigenous_Zebu,64,421.0,1,Late,258,0,9.26,4.75,6.6,18.6,4.3,0.0,13.53,202.22,5.1,24.4,12.0,4.9,50.0,17.72,265.33,-63.11,9.78,5.0,-33.57,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03237,Haryana,Northern,Cattle,Red_Sindhi,Indigenous_Zebu,88,430.9,6,Mid,107,0,8.74,4.9,6.0,12.1,3.6,20.0,11.06,166.82,4.8,17.4,0.0,4.7,50.0,12.03,200.48,-33.66,9.49,5.06,0.91,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03238,Gujarat,Western,Buffalo,Mehsana,Buffalo,42,533.9,3,Late,224,1,11.95,7.24,6.4,20.1,3.0,30.0,12.48,172.62,5.1,28.4,0.0,7.2,50.0,16.75,291.93,-119.31,12.87,7.63,-64.27,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03239,Gujarat,Western,Cattle,Sahiwal,Indigenous_Zebu,54,412.7,6,Mid,147,1,15.69,4.34,8.7,18.4,4.5,20.0,15.56,224.33,6.6,25.9,0.0,7.5,50.0,17.87,305.48,-81.15,17.46,4.59,3.57,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03240,Andhra_Pradesh,Southern,Cattle,Sahiwal,Indigenous_Zebu,88,420.7,4,Late,233,1,14.75,4.46,9.0,11.9,2.9,20.0,13.09,170.68,7.8,15.2,0.0,7.1,50.0,16.45,280.54,-109.86,16.82,4.75,-11.69,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03241,Maharashtra,Western,Buffalo,Murrah,Buffalo,56,539.7,4,Mid,126,0,12.58,7.5,9.2,10.8,3.9,30.0,13.95,196.56,7.1,14.0,0.0,7.5,50.0,15.94,283.05,-86.49,13.21,7.81,-46.17,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03242,Karnataka,Southern,Buffalo,Jaffarabadi,Buffalo,97,618.1,1,Late,226,0,15.88,7.29,7.7,17.3,3.2,20.0,13.27,180.61,5.9,22.1,8.0,9.1,50.0,20.48,361.47,-180.86,17.05,7.57,-117.3,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03243,Gujarat,Western,Cattle,HF_Cross,Crossbred,51,538.6,4,Early,84,0,24.78,3.84,6.2,14.7,3.4,0.0,11.58,167.24,5.0,19.6,0.0,11.1,50.0,18.41,373.22,-205.98,28.36,4.21,-27.97,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03244,Tamil_Nadu,Southern,Cattle,Kankrej,Indigenous_Zebu,76,430.6,6,Mid,96,0,9.48,4.66,6.0,18.7,4.6,30.0,13.28,208.14,5.4,24.6,12.0,5.0,50.0,18.12,270.62,-62.48,10.87,4.83,-2.27,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03245,Andhra_Pradesh,Southern,Cattle,Jersey_Cross,Crossbred,100,433.0,5,Early,28,0,12.22,4.38,7.4,20.1,3.8,30.0,14.1,200.92,5.9,27.1,0.0,6.1,50.0,16.22,266.47,-65.55,13.28,4.55,-16.24,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03246,Maharashtra,Western,Buffalo,Jaffarabadi,Buffalo,72,625.4,5,Early,48,0,16.52,7.82,5.7,18.5,3.0,20.0,11.53,163.05,4.6,24.4,0.0,9.5,50.0,17.57,339.18,-176.13,17.54,8.12,-116.32,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03247,Madhya_Pradesh,Central,Cattle,Sahiwal,Indigenous_Zebu,61,457.1,5,Mid,154,1,12.39,4.51,7.2,19.6,4.9,30.0,14.81,226.92,6.1,26.1,0.0,6.2,50.0,16.29,268.37,-41.45,14.05,4.82,39.05,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03248,Karnataka,Southern,Cattle,Kankrej,Indigenous_Zebu,87,462.0,4,Mid,196,1,7.51,4.55,8.4,12.2,3.4,0.0,13.06,178.24,6.5,17.2,8.0,4.2,50.0,15.63,227.79,-49.55,8.28,4.88,-9.36,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03249,Karnataka,Southern,Cattle,Sahiwal,Indigenous_Zebu,50,452.0,1,Late,269,0,10.28,4.47,8.3,10.3,4.9,30.0,13.94,214.71,6.6,13.6,0.0,5.3,50.0,13.43,221.22,-6.51,11.51,4.68,49.9,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03250,Maharashtra,Western,Buffalo,Jaffarabadi,Buffalo,55,630.2,2,Late,267,0,13.27,7.69,5.5,11.3,5.9,30.0,12.52,221.91,4.8,13.9,0.0,7.8,50.0,14.12,273.38,-51.47,14.14,7.92,-5.4,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03251,Haryana,Northern,Cattle,Jersey_Cross,Crossbred,62,474.2,5,Early,49,0,16.71,4.31,8.0,11.3,3.5,20.0,12.61,177.46,6.1,14.3,12.0,7.9,50.0,19.3,328.61,-151.15,17.97,4.55,-86.02,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03252,Punjab,Northern,Cattle,Jersey_Cross,Crossbred,45,433.6,4,Early,64,0,20.61,4.12,6.0,18.7,5.7,20.0,14.27,235.94,4.7,23.9,0.0,9.4,50.0,17.47,336.23,-100.29,23.05,4.51,28.39,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03253,Gujarat,Western,Cattle,Gir,Indigenous_Zebu,64,435.3,4,Late,232,0,10.66,4.53,8.2,20.1,3.5,20.0,14.55,198.32,6.2,24.3,12.0,5.5,50.0,19.23,288.96,-90.64,11.42,4.78,-50.34,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03254,Tamil_Nadu,Southern,Cattle,Tharparkar,Indigenous_Zebu,57,434.7,4,Late,216,1,12.75,4.71,8.9,14.3,2.7,0.0,13.3,168.41,7.8,19.6,0.0,6.3,50.0,16.61,269.42,-101.01,13.96,5.07,-34.93,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03255,Punjab,Northern,Buffalo,Mehsana,Buffalo,107,500.2,5,Mid,195,1,11.21,7.42,7.5,15.7,3.4,30.0,12.95,181.59,6.0,21.9,0.0,6.8,50.0,15.9,273.98,-92.39,12.7,7.62,-25.61,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03256,Gujarat,Western,Cattle,Jersey_Cross,Crossbred,42,435.3,4,Early,77,0,20.78,4.39,7.5,21.4,5.4,30.0,15.89,246.13,6.1,30.1,0.0,9.5,50.0,20.06,362.97,-116.84,22.92,4.63,-13.52,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03257,Andhra_Pradesh,Southern,Cattle,HF_Cross,Crossbred,76,529.5,4,Early,15,0,27.76,4.09,7.5,16.5,4.8,30.0,14.37,219.75,6.3,23.8,12.0,12.3,50.0,25.34,465.41,-245.66,29.25,4.45,-146.92,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03258,Madhya_Pradesh,Central,Cattle,Jersey_Cross,Crossbred,71,416.3,5,Early,57,0,17.0,4.28,7.5,20.2,4.9,30.0,15.2,230.49,6.7,26.9,12.0,8.0,50.0,22.45,363.43,-132.94,17.99,4.53,-77.33,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03259,Maharashtra,Western,Cattle,HF_Cross,Crossbred,45,541.5,5,Mid,109,0,25.09,4.01,7.9,10.6,4.4,0.0,13.19,196.97,6.2,14.3,0.0,11.2,50.0,18.52,373.16,-176.19,27.84,4.23,-47.19,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03260,Maharashtra,Western,Cattle,Red_Sindhi,Indigenous_Zebu,90,366.7,6,Early,75,0,11.21,4.66,6.2,12.0,4.1,20.0,11.67,181.1,5.2,14.6,12.0,5.7,50.0,16.57,265.32,-84.22,12.1,4.94,-36.85,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03261,Gujarat,Western,Buffalo,Jaffarabadi,Buffalo,56,624.6,3,Early,70,0,10.64,7.25,5.6,18.6,3.6,0.0,12.0,176.52,5.0,25.9,8.0,6.5,50.0,18.09,295.48,-118.96,11.5,7.54,-72.94,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03262,Maharashtra,Western,Cattle,Gir,Indigenous_Zebu,75,420.4,1,Late,285,1,13.33,4.6,8.3,18.5,4.8,20.0,15.49,229.35,7.1,25.6,0.0,6.5,50.0,17.36,282.57,-53.22,15.18,4.88,34.08,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03263,Gujarat,Western,Cattle,Tharparkar,Indigenous_Zebu,92,384.0,6,Early,52,0,11.92,4.64,7.7,10.5,4.9,20.0,13.44,209.85,5.9,15.1,0.0,6.0,50.0,13.73,237.47,-27.62,12.88,4.92,23.29,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03264,Karnataka,Southern,Buffalo,Jaffarabadi,Buffalo,30,560.0,4,Early,24,0,13.04,7.57,7.7,16.9,5.0,0.0,14.81,224.93,6.0,21.4,12.0,7.7,50.0,20.45,338.28,-113.35,14.01,7.87,-59.68,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03265,Maharashtra,Western,Buffalo,Jaffarabadi,Buffalo,87,505.9,2,Late,260,1,13.17,7.03,5.8,11.0,2.7,0.0,9.85,137.9,5.1,13.7,8.0,7.8,50.0,16.91,303.19,-165.29,14.41,7.27,-104.34,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_03266,Gujarat,Western,Cattle,Tharparkar,Indigenous_Zebu,85,383.8,1,Mid,176,0,14.47,4.75,8.1,19.2,4.8,0.0,15.45,227.79,6.5,24.6,12.0,7.0,50.0,20.91,330.87,-103.08,16.18,4.9,-28.39,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
