Cattle_ID,Breed,Region,Country,Climate_Zone,Management_System,Age_Months,Weight_kg,Parity,Lactation_Stage,Days_in_Milk,Feed_Type,Feed_Quantity_kg,Feeding_Frequency,Water_Intake_L,Walking_Distance_km,Grazing_Duration_hrs,Rumination_Time_hrs,Resting_Hours,Ambient_Temperature_C,Humidity_percent,Season,Housing_Score,FMD_Vaccine,Brucellosis_Vaccine,HS_Vaccine,BQ_Vaccine,Anthrax_Vaccine,IBR_Vaccine,BVD_Vaccine,Rabies_Vaccine,Previous_Week_Avg_Yield,Body_Condition_Score,Milking_Interval_hrs,Date,Farm_ID,Milk_Yield_L
CATTLE_131417,Norwegian_Red,South_America,IN,Arid,Semi_Intensive,119,664.8,4,Early,84,Dry_Fodder,5.6,5,58.8,1.87,2.2,9.7,6.3,14.8,41.6,Summer,0.93,1,1,0,0,0,1,1,0,6.51,4.5,12,2022-07-09,FARM_0880,5.84
CATTLE_131421,Kenana,Europe_NA,IN,Tropical,Mixed,40,419.8,2,Late,310,Dry_Fodder,16.3,3,83.6,3.68,9.0,6.2,6.5,31.2,61.0,Autumn,0.58,1,0,1,1,0,1,1,1,0.0,3.5,12,2022-10-06,FARM_0097,1.22
CATTLE_131465,Holstein_Zebu_Cross,South_America,IN,Tropical,Extensive,93,414.2,2,Mid,144,Mixed_Feed,5.2,1,67.3,2.21,5.0,7.5,13.9,20.2,55.9,Winter,0.76,0,1,1,1,0,1,1,0,18.18,3.0,8,2023-05-12,FARM_0964,17.04
CATTLE_131479,Tipo_Carora,Africa,IN,Mediterranean,Intensive,106,493.4,5,Late,31,Silage,20.1,3,50.6,2.3,4.9,9.1,8.1,31.4,64.1,Spring,0.42,1,1,0,0,1,1,0,0,2.65,2.5,8,2024-04-29,FARM_0094,4.89
CATTLE_131492,Ongole,South_America,IN,Mediterranean,Pastoral,136,599.4,2,Early,61,Hay,13.7,5,57.9,3.38,4.0,5.5,9.6,2.6,68.3,Spring,0.92,1,1,1,1,1,1,0,1,7.41,3.5,12,2022-02-24,FARM_0316,9.51
CATTLE_131494,Hariana,South_America,IN,Tropical,Mixed,114,370.6,1,Early,188,Silage,8.6,2,56.3,3.83,3.5,8.5,13.5,11.5,34.9,Monsoon,1.0,1,1,0,1,1,0,1,1,7.22,3.5,6,2024-06-05,FARM_0371,6.1
CATTLE_131523,Jersey,Global,IN,Continental,Intensive,46,432.7,4,Early,278,Pasture_Grass,5.8,2,70.8,2.19,7.6,7.7,10.4,29.2,65.3,Winter,0.74,0,1,1,1,1,1,0,0,11.71,3.0,12,2023-07-15,FARM_0178,12.4
CATTLE_131526,Deoni,Africa,IN,Temperate,Intensive,116,450.8,2,Mid,262,Silage,15.1,2,62.3,4.9,2.3,5.5,5.6,10.1,69.8,Monsoon,0.56,0,1,0,1,1,1,0,0,2.66,4.0,12,2022-10-05,FARM_0141,3.81
CATTLE_131572,Africander,Global,IN,Tropical,Extensive,73,734.8,2,Late,141,Green_Fodder,7.7,2,73.6,3.73,4.2,6.8,12.2,20.6,31.5,Monsoon,0.79,0,0,0,0,0,0,0,0,0.22,3.5,8,2023-01-11,FARM_0592,0.0
CATTLE_131578,Norwegian_Red,Europe_NA,IN,Temperate,Semi_Intensive,38,746.7,5,Mid,9,Green_Fodder,12.0,5,49.4,4.17,11.2,9.2,7.9,4.9,57.7,Autumn,0.66,1,1,1,0,1,1,0,1,15.31,3.5,8,2022-09-05,FARM_0250,15.78
CATTLE_131586,White_Fulani,Europe_NA,IN,Subtropical,Intensive,77,520.8,2,Early,113,Green_Fodder,13.7,5,68.9,3.55,10.6,8.3,10.2,17.3,82.5,Summer,0.97,1,0,0,0,0,1,0,0,3.04,3.5,12,2023-02-11,FARM_0812,2.96
CATTLE_131606,Montbeliarde,Africa,IN,Temperate,Extensive,138,600.4,4,Early,64,Mixed_Feed,11.0,2,76.9,5.22,2.8,9.7,10.7,33.9,39.7,Autumn,0.48,1,0,1,0,1,1,1,0,20.78,4.0,12,2024-01-16,FARM_0663,18.7
CATTLE_131631,Tharparkar,Europe_NA,IN,Temperate,Pastoral,75,425.0,1,Mid,5,Green_Fodder,11.4,1,66.5,5.83,5.9,9.4,11.2,24.5,47.0,Monsoon,0.95,0,0,1,1,1,1,0,0,9.54,3.5,12,2023-06-14,FARM_0427,9.1
CATTLE_131652,Simmental,Global,IN,Mediterranean,Mixed,86,594.2,5,Early,154,Dry_Fodder,11.1,2,74.0,5.29,8.6,9.8,8.3,17.2,72.6,Summer,0.5,1,1,0,1,0,0,1,0,21.98,2.0,12,2022-05-19,FARM_0111,22.94
CATTLE_131670,Norwegian_Red,South_Asia,IN,Arid,Semi_Intensive,120,272.7,4,Late,198,Pasture_Grass,14.5,1,75.1,1.52,7.6,9.0,12.5,27.4,55.6,Summer,0.34,1,1,0,1,1,0,0,1,9.65,4.5,8,2023-10-18,FARM_0586,12.33
CATTLE_131680,Exotic_Local_Cross,Europe_NA,IN,Subtropical,Extensive,84,341.4,4,Mid,162,Crop_Residues,17.3,4,87.4,4.17,4.3,8.6,11.5,31.5,49.1,Spring,0.37,1,0,1,0,0,1,1,1,14.39,2.5,12,2024-07-10,FARM_0233,14.48
CATTLE_131684,Boran,Africa,IN,Tropical,Extensive,85,610.7,5,Mid,88,Hay,14.7,4,57.8,4.05,4.9,9.4,5.1,26.6,62.0,Monsoon,0.46,1,1,0,0,1,1,0,1,3.01,3.5,12,2022-03-19,FARM_0178,5.36
CATTLE_131699,Brown_Swiss,Europe_NA,IN,Tropical,Mixed,34,498.7,2,Late,124,Pasture_Grass,13.7,1,100.9,4.99,10.3,5.6,12.2,29.5,40.3,Summer,0.67,0,1,0,1,0,0,0,0,15.17,4.0,12,2023-02-02,FARM_0869,16.8
CATTLE_131752,White_Fulani,Global,IN,Temperate,Extensive,80,647.9,4,Mid,274,Concentrates,19.4,5,80.9,2.98,2.4,8.5,5.0,15.0,100.0,Spring,0.81,0,0,0,0,0,1,1,1,5.18,4.0,12,2022-12-17,FARM_0686,4.37
CATTLE_131755,Kankrej,South_Asia,IN,Subtropical,Semi_Intensive,134,504.9,6,Late,279,Hay,6.3,4,48.5,0.99,1.0,4.0,11.3,36.1,32.4,Monsoon,0.63,1,0,1,1,0,1,1,1,3.99,3.0,8,2024-03-29,FARM_0324,4.54
CATTLE_131771,Holstein_Zebu_Cross,South_Asia,IN,Tropical,Semi_Intensive,49,462.6,1,Early,202,Concentrates,9.5,2,50.7,3.55,4.6,10.3,12.7,18.8,53.2,Winter,0.41,1,1,0,1,1,0,0,1,22.12,2.5,8,2023-05-07,FARM_0053,19.82
CATTLE_131791,Boran,South_Asia,IN,Subtropical,Semi_Intensive,46,523.4,5,Early,1,Dry_Fodder,12.6,5,56.6,4.61,5.0,6.2,10.3,25.2,55.1,Spring,0.49,1,1,0,1,0,1,1,1,5.25,3.5,12,2022-10-20,FARM_0879,3.07
CATTLE_131795,Tipo_Carora,Global,IN,Arid,Extensive,112,294.2,5,Mid,269,Pasture_Grass,6.4,4,65.2,6.55,2.2,4.5,9.6,44.7,63.2,Winter,0.87,1,1,0,0,1,0,1,1,7.83,3.0,12,2022-02-20,FARM_0367,6.12
CATTLE_131803,Illawarra_Shorthorn,South_America,IN,Temperate,Extensive,70,615.7,5,Early,311,Concentrates,16.3,4,88.9,7.6,6.6,8.4,14.7,18.2,39.0,Winter,0.41,0,0,1,0,1,1,0,1,6.31,3.5,12,2024-09-23,FARM_0366,6.39
CATTLE_131841,Ankole,Oceania,IN,Temperate,Semi_Intensive,34,461.5,6,Late,140,Green_Fodder,3.7,4,38.5,4.13,10.3,8.0,12.2,24.3,45.4,Summer,0.82,0,1,0,1,0,1,1,1,1.83,3.0,8,2024-05-18,FARM_0988,3.22
CATTLE_131851,Australian_Friesian_Sahiwal,Africa,IN,Arid,Mixed,31,545.1,3,Early,38,Hay,13.6,2,43.9,3.32,10.7,5.1,10.7,25.8,44.6,Autumn,0.92,0,1,1,1,0,0,0,1,5.32,4.0,8,2024-08-02,FARM_0969,6.54
CATTLE_131862,Holstein-Friesian,South_Asia,IN,Subtropical,Mixed,128,725.6,3,Late,212,Mixed_Feed,12.3,4,67.9,2.21,6.4,11.7,13.3,28.8,80.5,Spring,0.64,0,0,1,0,1,0,1,1,12.25,3.0,12,2024-05-26,FARM_0300,11.28
CATTLE_131875,Kenana,South_America,IN,Subtropical,Intensive,111,495.0,6,Early,119,Dry_Fodder,13.7,5,89.2,6.68,6.7,6.3,9.7,35.4,56.5,Summer,0.33,1,0,0,0,0,0,1,1,5.13,3.0,8,2024-01-20,FARM_0254,4.96
CATTLE_131893,Danish_Red,South_America,IN,Temperate,Semi_Intensive,128,573.8,2,Early,27,Concentrates,16.1,5,46.0,3.69,10.5,6.8,14.4,42.6,53.7,Monsoon,0.54,1,1,1,0,1,0,1,1,17.87,3.5,24,2023-02-01,FARM_0001,16.88
CATTLE_131902,Holstein_Zebu_Cross,Oceania,IN,Mediterranean,Mixed,85,295.0,6,Mid,292,Green_Fodder,9.0,5,94.2,2.84,6.1,6.3,9.9,33.1,45.8,Summer,0.78,1,1,0,0,0,1,1,1,9.05,4.0,12,2023-10-12,FARM_0674,10.58
CATTLE_131920,Rathi,Oceania,IN,Temperate,Mixed,48,273.6,1,Mid,32,Pasture_Grass,8.6,5,88.8,6.17,3.7,6.5,12.8,22.1,53.3,Summer,0.42,1,1,1,1,1,1,1,1,3.48,3.5,12,2024-03-23,FARM_0497,6.61
CATTLE_131923,Girolando,Africa,IN,Temperate,Intensive,97,685.3,4,Early,56,Pasture_Grass,13.2,2,76.2,1.15,1.0,8.2,11.6,23.4,33.2,Summer,0.99,1,1,0,0,1,1,0,1,14.43,3.5,12,2023-09-18,FARM_0719,14.63
CATTLE_131925,Ongole,Global,IN,Continental,Extensive,105,731.2,3,Mid,277,Green_Fodder,13.8,2,36.7,4.43,5.3,5.9,16.6,5.4,79.0,Monsoon,0.58,1,0,0,0,1,0,0,1,5.75,3.0,12,2022-03-17,FARM_0336,6.38
CATTLE_131945,Red_Poll_Africa,South_Asia,IN,Mediterranean,Intensive,90,307.6,6,Mid,273,Concentrates,13.6,1,104.0,1.15,7.7,8.9,12.0,39.5,35.0,Winter,0.83,0,1,1,0,1,1,1,1,10.03,2.5,12,2022-03-15,FARM_0078,7.05
CATTLE_131957,Gangatiri,Europe_NA,IN,Arid,Extensive,48,415.0,2,Mid,197,Mixed_Feed,13.0,3,48.5,4.31,10.5,9.0,15.0,15.3,61.4,Winter,0.96,1,0,0,1,1,0,0,1,7.52,3.5,24,2022-10-31,FARM_0159,5.75
CATTLE_131974,NDama,Europe_NA,IN,Arid,Extensive,71,687.3,6,Late,361,Hay,8.3,2,47.5,7.58,9.4,9.9,11.7,27.4,21.5,Summer,0.73,1,0,1,0,1,0,0,1,0.0,3.5,8,2022-09-06,FARM_0220,1.2
CATTLE_132001,Kenana,Africa,IN,Tropical,Pastoral,125,710.0,6,Early,44,Green_Fodder,7.9,5,68.0,3.26,3.4,9.3,13.3,11.0,96.9,Summer,0.77,0,1,0,1,0,0,1,0,3.53,3.5,12,2022-08-26,FARM_0542,5.07
CATTLE_132011,Krishna_Valley,Africa,IN,Temperate,Pastoral,56,577.9,1,Mid,176,Green_Fodder,15.9,3,101.6,5.26,12.9,5.9,10.1,11.8,91.0,Monsoon,0.39,1,1,0,0,0,1,1,1,8.16,3.5,24,2023-06-26,FARM_0989,8.65
CATTLE_132035,Tharparkar,Europe_NA,IN,Subtropical,Intensive,140,436.4,2,Mid,338,Mixed_Feed,13.5,1,57.0,4.78,9.5,9.6,11.7,16.5,89.1,Autumn,0.53,0,0,0,1,0,1,1,1,7.02,3.5,12,2023-06-16,FARM_0848,4.94
CATTLE_132040,White_Fulani,South_Asia,IN,Arid,Mixed,51,394.5,5,Early,281,Dry_Fodder,14.8,5,40.2,2.44,6.7,6.0,13.8,45.0,54.0,Summer,0.66,1,0,1,1,0,1,1,1,6.43,3.5,12,2024-03-19,FARM_0443,4.13
CATTLE_132083,Tharparkar,Europe_NA,IN,Tropical,Extensive,45,522.2,2,Early,207,Pasture_Grass,12.0,3,58.9,3.2,3.0,6.7,12.1,24.0,64.2,Spring,0.79,0,1,1,0,1,1,0,0,11.79,3.5,12,2024-09-27,FARM_0646,11.15
CATTLE_132120,Jersey,South_Asia,IN,Subtropical,Semi_Intensive,133,342.9,6,Early,1,Hay,17.7,4,25.1,6.08,5.6,8.8,8.3,15.2,79.2,Winter,0.39,0,0,1,1,1,1,1,0,16.5,3.5,12,2022-02-15,FARM_0724,16.47
CATTLE_132141,Simmental,South_America,IN,Tropical,Mixed,56,661.1,2,Late,212,Silage,15.6,5,61.1,3.14,7.1,6.7,14.8,28.8,68.5,Summer,0.49,1,1,1,1,1,1,1,0,4.49,2.5,12,2023-02-04,FARM_0569,9.38
CATTLE_132142,Jersey,Africa,IN,Mediterranean,Intensive,133,502.3,5,Late,152,Dry_Fodder,9.7,5,77.0,5.0,2.0,4.9,7.2,8.6,94.0,Monsoon,0.5,1,1,0,1,1,0,1,1,7.51,3.0,12,2023-12-02,FARM_0190,7.25
CATTLE_132157,Ankole,Africa,IN,Mediterranean,Extensive,103,473.5,2,Mid,268,Dry_Fodder,9.2,3,75.5,6.18,9.3,10.3,10.8,8.4,40.8,Spring,0.39,0,1,0,1,1,1,1,1,2.9,3.5,12,2024-03-24,FARM_0104,0.0
CATTLE_132174,Normande,Global,IN,Mediterranean,Mixed,143,583.1,5,Mid,198,Mixed_Feed,14.6,1,58.4,0.84,4.8,5.3,9.4,45.0,53.2,Monsoon,0.63,1,1,1,1,0,1,1,0,8.8,3.5,12,2023-12-31,FARM_0844,12.53
CATTLE_132199,Gangatiri,South_America,IN,Mediterranean,Pastoral,133,383.0,6,Early,328,Concentrates,18.5,4,57.0,2.74,5.7,9.5,5.0,22.7,19.4,Autumn,0.52,0,1,0,0,1,1,1,0,1.25,2.5,12,2022-10-16,FARM_0660,0.0
CATTLE_132204,Girolando,Oceania,IN,Continental,Intensive,58,414.8,3,Mid,251,Concentrates,20.9,4,63.3,6.54,2.9,6.1,11.8,25.3,41.4,Monsoon,0.68,0,1,0,0,1,1,1,1,11.28,3.5,12,2024-11-21,FARM_0131,13.32
CATTLE_132231,Krishna_Valley,Oceania,IN,Arid,Pastoral,53,746.3,2,Late,40,Dry_Fodder,17.7,2,64.0,5.5,3.6,8.4,6.2,22.0,31.6,Autumn,0.71,0,1,0,1,0,1,1,1,3.25,3.5,12,2024-11-16,FARM_0634,4.11
CATTLE_132268,White_Fulani,Europe_NA,IN,Subtropical,Intensive,53,490.9,3,Late,126,Mixed_Feed,9.8,5,63.2,5.68,6.7,4.4,14.5,33.9,39.3,Monsoon,0.52,1,1,0,1,1,0,0,1,3.83,3.5,12,2022-07-24,FARM_0178,4.74
CATTLE_132272,Ongole,Oceania,IN,Subtropical,Mixed,76,329.6,2,Late,16,Green_Fodder,10.5,3,74.9,2.37,2.3,5.9,14.5,34.6,80.0,Monsoon,0.8,0,1,0,1,1,1,0,1,1.83,3.5,8,2024-10-21,FARM_0270,1.45
CATTLE_132304,Butana,Oceania,IN,Temperate,Semi_Intensive,109,412.3,1,Mid,86,Dry_Fodder,17.1,5,64.7,4.94,7.2,7.9,7.3,5.6,50.6,Spring,0.62,1,1,1,0,1,1,0,0,2.53,4.5,12,2023-11-12,FARM_0867,4.79
CATTLE_132363,NDama,South_America,IN,Continental,Mixed,139,595.6,5,Early,359,Dry_Fodder,7.1,5,87.0,1.84,5.4,8.6,8.4,41.0,66.5,Spring,0.68,0,0,1,1,1,0,0,0,0.0,2.5,12,2024-05-12,FARM_0173,1.22
CATTLE_132385,Fleckvieh,Oceania,IN,Tropical,Extensive,81,525.5,6,Early,95,Crop_Residues,17.7,1,40.1,0.67,2.6,10.6,8.5,35.7,52.5,Spring,0.64,1,1,0,1,1,0,0,0,24.65,4.0,12,2024-12-08,FARM_0171,25.14
CATTLE_132402,Africander,Oceania,IN,Continental,Mixed,89,654.5,1,Mid,2,Silage,8.1,1,36.7,4.39,4.3,8.9,6.8,19.8,81.2,Monsoon,0.41,0,1,0,1,1,1,1,1,2.11,2.5,12,2022-10-20,FARM_0610,2.11
CATTLE_132410,Gangatiri,Europe_NA,IN,Tropical,Intensive,102,406.4,1,Early,265,Green_Fodder,10.7,2,87.3,3.97,4.7,5.1,7.8,20.7,29.1,Monsoon,0.32,1,1,0,1,0,0,0,0,2.65,3.0,12,2023-11-12,FARM_0042,1.43
CATTLE_132412,Simmental,Europe_NA,IN,Tropical,Semi_Intensive,51,314.2,2,Late,109,Concentrates,13.1,4,68.5,7.13,5.3,5.6,9.4,40.3,58.3,Spring,0.41,1,0,1,1,1,1,1,0,13.22,3.5,12,2022-05-04,FARM_0341,11.86
CATTLE_132419,White_Fulani,South_America,IN,Tropical,Extensive,92,721.5,3,Mid,24,Dry_Fodder,18.1,4,71.3,4.65,5.2,8.6,10.6,13.4,47.8,Summer,0.67,0,1,0,1,0,0,1,0,3.45,5.0,12,2024-03-23,FARM_0347,4.64
CATTLE_132426,NDama,Africa,IN,Mediterranean,Semi_Intensive,121,496.7,5,Early,348,Silage,10.2,3,75.6,6.67,6.1,8.0,11.0,45.0,60.4,Summer,0.34,0,1,1,0,0,0,1,0,2.92,3.0,12,2022-01-29,FARM_0126,5.11
CATTLE_132461,Sahiwal,South_America,IN,Mediterranean,Pastoral,70,712.1,5,Mid,43,Crop_Residues,12.7,1,73.0,2.0,7.1,4.3,17.8,32.7,45.6,Monsoon,0.73,1,0,1,1,1,0,1,1,9.78,4.5,12,2024-08-29,FARM_0332,8.36
CATTLE_132465,Australian_Friesian_Sahiwal,Oceania,IN,Continental,Pastoral,47,585.7,2,Late,243,Pasture_Grass,13.4,2,89.9,3.31,5.5,8.9,8.6,31.1,33.3,Summer,0.56,0,0,0,1,1,0,1,1,9.69,3.0,12,2023-07-14,FARM_0065,10.07
CATTLE_132481,Hariana,Oceania,IN,Subtropical,Mixed,72,748.9,6,Early,336,Green_Fodder,13.6,4,57.7,7.11,4.9,11.5,10.1,10.0,66.0,Summer,0.95,0,0,0,1,1,0,1,0,1.63,4.0,24,2024-10-02,FARM_0735,2.46
CATTLE_132484,Deoni,South_America,IN,Subtropical,Mixed,63,567.0,6,Late,77,Pasture_Grass,10.1,5,68.3,4.84,5.2,7.0,8.8,6.9,42.6,Winter,0.99,1,1,1,1,1,1,0,0,5.82,3.0,12,2023-04-27,FARM_0931,4.7
CATTLE_132488,Girolando,Oceania,IN,Mediterranean,Pastoral,129,447.4,5,Late,209,Crop_Residues,7.3,1,64.0,5.02,1.6,4.0,10.4,25.4,51.1,Winter,0.88,0,1,0,1,1,1,1,1,3.04,3.5,12,2022-05-17,FARM_0024,2.8
CATTLE_132494,Red_Sindhi,South_America,IN,Arid,Pastoral,76,687.1,3,Early,272,Dry_Fodder,16.1,5,74.3,2.76,5.0,8.0,10.3,25.0,33.4,Spring,0.84,1,1,1,0,1,0,0,0,4.3,3.5,12,2023-10-10,FARM_0662,5.41
CATTLE_132504,Ankole,Europe_NA,IN,Continental,Extensive,90,386.0,3,Late,61,Crop_Residues,6.5,1,67.3,3.26,12.7,7.0,12.2,20.9,85.2,Spring,0.66,0,1,1,0,1,0,1,0,0.0,3.0,8,2024-08-14,FARM_0266,0.59
CATTLE_132519,Illawarra_Shorthorn,Oceania,IN,Mediterranean,Mixed,97,326.2,4,Mid,214,Silage,15.5,2,84.0,3.66,9.1,8.8,5.0,11.3,64.5,Spring,0.65,0,1,1,1,0,1,1,1,12.89,3.5,6,2023-08-22,FARM_0665,11.75
CATTLE_132526,Gangatiri,South_America,IN,Continental,Mixed,93,749.7,1,Early,264,Pasture_Grass,11.6,5,58.5,1.63,3.1,4.4,12.6,22.6,48.6,Summer,0.93,1,1,1,1,1,0,1,0,0.0,3.0,12,2024-03-17,FARM_0369,0.48
CATTLE_132536,Girolando,Oceania,IN,Tropical,Intensive,49,503.1,2,Late,111,Hay,7.4,2,83.1,4.76,6.7,8.6,11.5,40.4,48.8,Summer,0.93,1,1,1,1,0,0,0,1,11.57,4.0,12,2024-03-13,FARM_0254,11.05
CATTLE_132540,Africander,Global,IN,Subtropical,Semi_Intensive,87,432.2,1,Early,33,Pasture_Grass,15.4,1,77.7,1.01,5.1,9.4,8.9,14.2,35.8,Winter,0.87,1,1,0,1,1,1,1,1,5.78,3.0,12,2023-09-18,FARM_0389,6.52
CATTLE_132558,Ayrshire,South_America,IN,Mediterranean,Intensive,123,401.4,3,Late,312,Concentrates,13.1,2,83.5,3.43,1.0,7.5,13.1,12.5,45.1,Winter,0.41,0,0,0,0,0,0,0,1,12.26,3.5,12,2023-08-14,FARM_0715,11.12
CATTLE_132563,Tipo_Carora,South_America,IN,Temperate,Extensive,39,272.5,5,Late,84,Green_Fodder,10.9,2,40.7,5.46,3.4,7.1,7.5,9.6,22.4,Monsoon,0.9,1,1,0,1,0,1,0,1,9.72,3.5,8,2022-01-29,FARM_0343,10.29
CATTLE_132574,Danish_Red,Europe_NA,IN,Mediterranean,Intensive,80,718.1,4,Mid,44,Silage,3.0,5,103.4,2.82,6.8,10.3,15.8,7.4,57.8,Summer,0.83,1,1,0,0,1,1,1,0,5.45,2.5,12,2024-07-28,FARM_0846,6.69
CATTLE_132578,NDama,Oceania,IN,Continental,Pastoral,57,596.6,3,Mid,219,Dry_Fodder,17.7,3,82.4,1.44,1.0,13.9,10.1,33.0,52.0,Autumn,0.56,1,1,1,1,0,1,1,1,1.85,3.0,24,2022-06-02,FARM_0190,4.2
CATTLE_132587,Guernsey,Oceania,IN,Mediterranean,Extensive,59,341.4,3,Late,272,Crop_Residues,10.9,5,79.2,4.5,12.7,6.2,9.1,12.4,85.6,Spring,0.88,0,1,0,1,1,0,1,1,13.32,3.5,12,2023-12-31,FARM_0247,12.81
CATTLE_132599,Red_Sindhi,South_Asia,IN,Mediterranean,Pastoral,112,525.0,4,Mid,208,Dry_Fodder,10.2,5,39.2,3.53,7.5,12.3,11.7,27.2,67.3,Spring,0.53,1,0,1,1,1,1,1,1,0.0,3.0,24,2023-12-07,FARM_0911,0.0
CATTLE_132616,Sahiwal,Europe_NA,IN,Arid,Semi_Intensive,85,613.2,5,Early,321,Pasture_Grass,7.7,1,57.2,3.98,2.9,6.7,5.0,23.2,51.5,Monsoon,0.93,1,1,1,1,1,1,1,1,10.29,2.5,12,2023-08-13,FARM_0715,9.73
CATTLE_132619,Holstein_Zebu_Cross,Oceania,IN,Arid,Semi_Intensive,75,672.6,3,Mid,5,Silage,4.6,5,62.8,6.37,5.5,8.9,5.0,12.5,62.2,Summer,0.99,1,1,1,1,0,1,1,0,2.86,4.0,12,2022-08-05,FARM_0541,4.65
CATTLE_132624,Africander,Europe_NA,IN,Arid,Mixed,45,678.7,3,Mid,268,Silage,8.6,1,73.8,7.05,1.0,6.6,6.5,23.0,71.6,Spring,0.94,1,1,1,1,0,1,1,0,5.91,3.0,24,2023-06-14,FARM_0273,5.74
CATTLE_132627,Deoni,South_Asia,IN,Mediterranean,Extensive,100,675.6,2,Mid,146,Mixed_Feed,15.4,2,47.7,6.78,4.1,8.9,9.0,21.3,69.5,Spring,0.98,1,1,1,0,1,0,1,1,4.52,3.5,12,2022-03-09,FARM_0100,5.89
CATTLE_132638,Simmental,South_America,IN,Temperate,Semi_Intensive,134,730.0,2,Early,209,Dry_Fodder,13.4,1,107.8,4.78,6.1,10.5,9.6,34.3,44.2,Spring,0.81,0,1,1,0,1,1,1,1,20.98,4.0,12,2024-04-19,FARM_0954,18.98
CATTLE_132639,Milking_Shorthorn,Oceania,IN,Mediterranean,Extensive,136,600.3,2,Late,196,Silage,14.2,5,50.8,5.19,3.5,7.5,8.1,43.2,60.2,Monsoon,0.6,1,0,1,1,0,1,1,1,6.76,3.5,6,2022-08-07,FARM_0595,8.11
CATTLE_132663,Simmental,Europe_NA,IN,Continental,Intensive,128,723.1,3,Mid,286,Pasture_Grass,22.8,1,60.8,4.58,7.1,6.2,16.4,45.0,51.1,Spring,0.91,1,1,1,1,1,0,1,0,7.9,4.0,12,2024-02-10,FARM_0328,9.73
CATTLE_132681,Butana,Africa,IN,Mediterranean,Extensive,133,493.2,6,Mid,264,Silage,17.9,3,63.9,3.42,8.2,10.2,11.4,23.7,58.5,Winter,0.7,0,1,1,0,0,1,1,0,1.0,2.5,12,2022-03-12,FARM_0997,4.12
CATTLE_132738,Krishna_Valley,Global,IN,Subtropical,Extensive,29,554.3,5,Early,186,Crop_Residues,14.2,5,40.8,4.21,5.7,9.3,8.0,18.7,66.6,Winter,0.57,1,1,1,0,1,1,0,1,3.28,4.5,12,2024-02-25,FARM_0193,4.27
CATTLE_132742,Butana,Global,IN,Arid,Intensive,73,414.1,6,Late,22,Mixed_Feed,8.3,5,64.6,5.33,6.3,12.0,7.2,24.8,69.5,Summer,0.62,1,1,0,1,1,1,0,0,2.82,4.5,12,2022-12-29,FARM_0467,1.99
CATTLE_132747,Holstein-Friesian,Oceania,IN,Continental,Pastoral,51,653.7,3,Early,243,Dry_Fodder,12.9,3,82.3,3.68,8.8,8.1,9.7,22.6,95.1,Summer,0.85,0,1,1,1,1,1,1,1,30.91,2.5,12,2023-05-20,FARM_0994,31.35
CATTLE_132757,Kankrej,Europe_NA,IN,Continental,Intensive,66,673.5,2,Late,148,Concentrates,16.0,3,38.5,1.99,4.3,7.7,10.4,28.5,76.3,Winter,0.6,0,0,1,0,1,0,0,1,5.53,3.5,12,2022-03-02,FARM_0634,5.23
CATTLE_132763,Tharparkar,Global,IN,Arid,Pastoral,119,587.5,5,Late,251,Mixed_Feed,10.3,2,62.9,5.95,2.2,5.7,12.9,16.6,76.6,Autumn,0.97,0,0,1,0,1,0,1,0,5.5,4.0,12,2024-02-15,FARM_0571,5.5
CATTLE_132824,Holstein_Zebu_Cross,Africa,IN,Temperate,Extensive,100,325.3,1,Late,44,Silage,13.4,5,75.8,4.53,2.4,11.6,8.9,45.0,79.1,Summer,0.69,1,1,1,1,1,0,0,1,13.06,3.0,12,2022-08-07,FARM_0344,12.48
CATTLE_132849,Red_Sindhi,Oceania,IN,Mediterranean,Intensive,33,511.4,3,Late,161,Silage,17.1,4,40.1,3.45,13.2,8.6,7.7,6.0,54.6,Summer,0.32,1,1,0,1,1,0,1,1,8.21,3.0,8,2023-06-15,FARM_0442,8.04
CATTLE_132866,Sahiwal,Europe_NA,IN,Mediterranean,Pastoral,114,427.1,5,Mid,33,Green_Fodder,7.9,2,63.9,3.3,5.8,4.7,11.7,11.7,84.3,Winter,0.81,1,0,1,1,1,1,1,0,10.37,2.5,12,2022-11-18,FARM_0507,10.35
CATTLE_132871,Deoni,South_Asia,IN,Tropical,Extensive,135,502.3,6,Mid,200,Green_Fodder,13.3,1,62.5,6.09,4.5,8.2,10.7,16.4,72.1,Summer,0.9,1,1,0,1,0,1,0,1,4.48,3.5,12,2024-05-18,FARM_0985,5.09
CATTLE_132874,Normande,South_America,IN,Continental,Semi_Intensive,99,369.0,2,Mid,96,Concentrates,14.6,4,79.3,5.32,8.8,10.7,10.1,5.8,72.9,Winter,0.7,0,1,1,1,1,1,0,1,16.44,4.5,12,2024-08-14,FARM_0478,17.2
CATTLE_132884,Ongole,Europe_NA,IN,Arid,Semi_Intensive,103,616.2,3,Early,28,Green_Fodder,11.5,4,91.8,2.8,3.8,6.8,7.5,27.8,52.7,Autumn,0.88,0,1,0,1,0,1,1,0,8.76,3.0,6,2024-05-07,FARM_0178,6.99
